57.5374 14.6804 51.181 78.3936
16.6194 -13.3414 -62.4581 65.994
22.0677 -14.4116 2.99199 26.526
2.64905 -7.18267 12.9968 15.0839
6.70599 -23.0981 10.4024 26.205
3.06659 -5.42377 8.92359 10.8836
0.363084 -0.884576 -1.25106 1.57463
-11.0337 6.50451 3.69703 13.3311
-2.15911 -5.81931 9.11363 11.0265
-2.48435 0.105437 -10.2706 10.5673
0.505658 -0.158122 0.876073 1.02382
4.41523 2.52527 6.71459 8.42359
-6.26413 2.30023 3.87108 7.71464
-7.36736 7.06597 3.20165 10.6984
-5.67645 13.2163 -4.49924 15.071
6.61952 -3.04104 -2.70267 7.76984
3.46874 -14.2083 -1.37132 14.6898
4.01061 -6.51114 -13.9323 15.8931
-4.9781 4.78647 1.74352 7.12261
6.10471 3.1748 -6.64857 9.56819
2.69504 -2.34083 5.23667 6.33762
-1.82892 -3.98972 -0.809983 4.46306
1.22116 -1.50088 5.59177 5.91708
0.282715 -3.41834 5.8067 6.74409
3.11464 -0.649313 -1.36398 3.46165
5.13363 -6.33196 4.13954 9.14241
-7.31609 -4.7888 -3.38581 9.37664
1.74813 3.53291 -2.65447 4.75222
1.9822 0.097247 0.647176 2.08744
-2.29769 2.54872 -3.80388 5.12298
-8.76651 -9.76215 -0.561604 13.1327
0.0979359 3.57277 5.54919 6.60059
-4.52524 -1.50254 -2.97807 5.62177
-4.62222 2.44968 -11.1974 12.3591
-3.38136 10.1188 -1.08519 10.7239
6.31052 -1.0836 2.19551 6.76883
0.622848 -1.99888 -2.19776 3.03539
-4.3645 1.88605 1.24214 4.91416
-0.204774 0.701911 6.98736 7.02551
-3.76603 9.08874 1.98058 10.0355
-1.25523 -11.1234 -6.01953 12.7098
2.22346 -4.67593 3.70576 6.36716
-4.3957 2.04494 -6.42655 8.05012
-8.12492 -4.95591 -1.06958 9.57702
0.301659 0.168036 -0.404297 0.531687
3.95683 0.946806 1.98459 4.52676
1.28917 -2.13139 -5.81457 6.32566
